sample_id,stream_group,minor_stream_group,date,glacial_frac,glacial_frac_sd,snowpack_frac,snowpack_frac_sd,prcp_act_frac,prcp_act_frac_sd,lentic_frac,lentic_frac_sd
2018_141_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,11/07/2018,0.529,0.341,0.278,0.283,0.161,0.224,0.032,0.074
2018_142_NorthRiverShelter5.8_11.07.18,Pituffik,Pituffik Ice Wall,11/07/2018,0.094,0.129,0.847,0.152,0.045,0.088,0.014,0.035
2018_198_NorthRiverMouth_1,Pituffik,Pituffik Mouth,07/08/2018,0.786,0.25,0.118,0.192,0.073,0.133,0.024,0.057
2018_208_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,10/08/2018,0.733,0.275,0.121,0.195,0.112,0.178,0.034,0.075
2018_209_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,10/08/2018,0.719,0.293,0.172,0.237,0.085,0.155,0.023,0.058
2018_211_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,10/08/2018,0.743,0.281,0.153,0.22,0.08,0.148,0.024,0.061
2018_217_NorthRiverMouth_1,Pituffik,Pituffik Mouth,15/08/2018,0.758,0.28,0.168,0.24,0.057,0.12,0.016,0.045
2018_218_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,15/08/2018,0.768,0.273,0.155,0.229,0.059,0.118,0.018,0.05
2018_219_NorthRiverShelter5.8_15.08.18,Pituffik,Pituffik Ice Wall,15/08/2018,0.663,0.31,0.18,0.24,0.126,0.189,0.032,0.071
2018_231_NorthRiverMouth_1,Pituffik,Pituffik Mouth,19/07/2018,0.535,0.346,0.332,0.302,0.109,0.18,0.025,0.061
2018_232_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,19/07/2018,0.569,0.326,0.184,0.239,0.201,0.246,0.045,0.092
2018_242_NorthRiverMouth_1,Pituffik,Pituffik Mouth,30/07/2018,0.501,0.347,0.302,0.296,0.165,0.229,0.032,0.071
2018_243_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,30/07/2018,0.326,0.267,0.13,0.188,0.417,0.326,0.127,0.174
2018_244_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,30/07/2018,0.253,0.269,0.34,0.297,0.356,0.312,0.05,0.098
2018_252_NorthRiverMouth_1,Pituffik,Pituffik Mouth,03/08/2018,0.593,0.331,0.231,0.267,0.146,0.207,0.03,0.068
2018_253_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,03/08/2018,0.235,0.221,0.089,0.139,0.396,0.366,0.28,0.266
2018_254_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,03/08/2018,0.54,0.344,0.322,0.298,0.113,0.187,0.025,0.061
2018_280_NorthRiverMouth_1,Pituffik,Pituffik Mouth,20/08/2018,0.712,0.301,0.208,0.26,0.063,0.125,0.017,0.047
2019_001_NorthRiverMouth_17072019,Pituffik,Pituffik Mouth,17/07/2019,0.722,0.29,0.168,0.227,0.086,0.155,0.024,0.06
2019_002_NorthRiverShelter2SouthFork_17072019,Pituffik,Pituffik Snoutwash,17/07/2019,0.751,0.283,0.173,0.237,0.059,0.12,0.017,0.05
2019_003_NorthRiverShelter5.8_17072019,Pituffik,Pituffik Ice Wall,17/07/2019,0.729,0.286,0.166,0.231,0.082,0.144,0.024,0.057
2019_023_NorthRiverMouth_19072019,Pituffik,Pituffik Mouth,19/07/2019,0.663,0.319,0.25,0.278,0.068,0.135,0.019,0.052
2019_024_NorthRiverShelterSouthFork_19072019,Pituffik,Pituffik Snoutwash,19/07/2019,0.684,0.314,0.229,0.269,0.068,0.132,0.019,0.052
2019_025_NorthRiverShelter5.8_19072019,Pituffik,Pituffik Ice Wall,19/07/2019,0.661,0.323,0.248,0.278,0.072,0.135,0.019,0.055
2019_056_NorthRiverMouth_22072019,Pituffik,Pituffik Mouth,22/07/2019,0.74,0.273,0.113,0.183,0.112,0.178,0.035,0.076
2019_057_NorthRiverShelter2SouthFork_22072019,Pituffik,Pituffik Snoutwash,22/07/2019,0.754,0.259,0.102,0.172,0.108,0.172,0.036,0.077
2019_058_NorthRiverShelter5.8_22072019,Pituffik,Pituffik Ice Wall,22/07/2019,0.777,0.269,0.151,0.225,0.055,0.117,0.017,0.044
2019_088_NorthRiverShelter2SouthFork_23072019,Pituffik,Pituffik Snoutwash,23/07/2019,0.729,0.281,0.126,0.202,0.109,0.174,0.037,0.082
2019_117_IceWallRiver_NriverHead_25072019,Pituffik,Pituffik Ice Wall Head,25/07/2019,0.717,0.295,0.171,0.234,0.088,0.157,0.023,0.058
2019_142_NorthRiverMouth_26072019,Pituffik,Pituffik Mouth,26/07/2019,0.436,0.296,0.129,0.194,0.323,0.302,0.112,0.16
2019_143_NorthRiverShelter2SouthFork_26072019,Pituffik,Pituffik Snoutwash,26/07/2019,0.711,0.297,0.174,0.239,0.093,0.161,0.022,0.058
2019_144_NorthRiverShelter5.8_26072019,Pituffik,Pituffik Ice Wall,26/07/2019,0.724,0.294,0.193,0.248,0.066,0.128,0.017,0.044
2019_197_NorthRiverMouth_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.734,0.286,0.161,0.23,0.082,0.145,0.023,0.058
2019_198_NorthRiverShelter2SouthFork_30072019,Pituffik,Pituffik Snoutwash,30/07/2019,0.757,0.274,0.168,0.228,0.057,0.119,0.018,0.052
2019_199_NorthRiverShelter5.8_30072019,Pituffik,Pituffik Ice Wall,30/07/2019,0.55,0.312,0.124,0.189,0.247,0.271,0.079,0.132
2019_200_NorthRiverMouthLateAfternoonMaxFlow_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.444,0.301,0.123,0.187,0.318,0.303,0.115,0.164
2019_209_IceWallRiverHikeStart_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.727,0.279,0.121,0.191,0.116,0.181,0.036,0.081
2019_210_IceWallRiverHikeEnd_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.766,0.265,0.129,0.2,0.081,0.153,0.024,0.061
2019_211_IceWallRiverUpperIceWall_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.735,0.283,0.16,0.223,0.081,0.145,0.024,0.057
2019_212_IceWallRiverBelowWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.767,0.266,0.135,0.205,0.076,0.146,0.022,0.056
2019_213_IceWallRiverMiddleWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.776,0.268,0.151,0.226,0.056,0.115,0.017,0.046
2019_214_IceWallRiverUpperWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.729,0.282,0.165,0.226,0.083,0.151,0.023,0.058
2019_225_NorthRiverMouth_01082019,Pituffik,Pituffik Mouth,01/08/2019,0.76,0.27,0.166,0.23,0.056,0.118,0.018,0.05
2019_226_NorthRiverShelter2SouthFork_01082019,Pituffik,Pituffik Snoutwash,01/08/2019,0.702,0.294,0.144,0.212,0.123,0.191,0.032,0.068
2019_227_NorthRiverShelter5.8_01082019,Pituffik,Pituffik Ice Wall,01/08/2019,0.543,0.312,0.134,0.207,0.252,0.271,0.071,0.121
2018_009_SouthRiverMouth_1,Sioraq,Sioraq Mouth,18/06/2018,0.104,0.222,0.811,0.272,0.07,0.185,0.016,0.051
2018_026_FertilizerPlotLowerDrainage_1,Sioraq,Sioraq Blackmoss,22/06/2018,0.563,0.419,0.182,0.308,0.23,0.341,0.026,0.074
2018_034_SouthRiverMouth_1,Sioraq,Sioraq Mouth,23/06/2018,0.105,0.218,0.809,0.272,0.07,0.19,0.016,0.05
2018_045_SouthRiverMouth_1,Sioraq,Sioraq Mouth,27/06/2018,0.088,0.198,0.826,0.263,0.07,0.197,0.016,0.05
2018_090_SouthRiverMouth_1,Sioraq,Sioraq Mouth,02/07/2018,0.233,0.347,0.282,0.357,0.451,0.409,0.034,0.096
2018_124_FoxCanyonBridgeNorthFork_1,Sioraq,Sioraq Tuto,07/07/2018,0.32,0.39,0.638,0.384,0.031,0.109,0.011,0.04
2018_125_FoxCanyonBridgeSouthFork_1,Sioraq,Sioraq Pingorsuit,07/07/2018,0.051,0.124,0.918,0.146,0.023,0.08,0.008,0.03
2018_126_FoxCanyonBridgeJointFlow_07.07.18,Sioraq,Other Sioraq,07/07/2018,0.13,0.25,0.827,0.264,0.031,0.115,0.012,0.042
2018_137_SouthRiverMouth_1,Sioraq,Sioraq Mouth,08/07/2018,0.368,0.412,0.548,0.403,0.069,0.192,0.015,0.051
2018_143_SouthRiverMouth_1,Sioraq,Sioraq Mouth,11/07/2018,0.338,0.405,0.442,0.404,0.195,0.33,0.025,0.073
2018_144_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,11/07/2018,0.363,0.408,0.549,0.4,0.072,0.193,0.016,0.054
2018_145_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,11/07/2018,0.04,0.1,0.919,0.146,0.031,0.107,0.01,0.037
2018_166_BlackMossWash_1,Sioraq,Sioraq Blackmoss,16/07/2018,0.709,0.379,0.149,0.281,0.123,0.261,0.019,0.067
2018_196_OldMineRiver_1,Sioraq,Sioraq Blackmoss,03/08/2018,0.8,0.322,0.093,0.228,0.088,0.217,0.018,0.061
2018_199_SouthRiverMouth_1,Sioraq,Sioraq Mouth,07/08/2018,0.757,0.339,0.069,0.198,0.138,0.275,0.036,0.098
2018_220_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,15/08/2018,0.876,0.253,0.069,0.195,0.04,0.139,0.015,0.061
2018_221_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,15/08/2018,0.758,0.359,0.165,0.303,0.063,0.185,0.013,0.049
2018_225_SouthRiverMouth_1,Sioraq,Sioraq Mouth,16/08/2018,0.881,0.245,0.062,0.179,0.044,0.142,0.013,0.051
2018_235_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,20/07/2018,0.399,0.422,0.391,0.396,0.188,0.319,0.022,0.071
2018_245_SouthRiverMouth_1,Sioraq,Sioraq Mouth,30/07/2018,0.442,0.425,0.251,0.353,0.279,0.374,0.029,0.082
2018_246_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,27/07/2018,0.399,0.406,0.172,0.296,0.392,0.402,0.037,0.099
2018_247_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,27/07/2018,0.547,0.429,0.275,0.366,0.159,0.298,0.02,0.064
2018_249_FertilizerRidgeFlow_1,Sioraq,Sioraq Blackmoss,01/08/2018,0.404,0.404,0.182,0.305,0.371,0.392,0.042,0.109
2018_255_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,03/08/2018,0.762,0.35,0.116,0.252,0.102,0.237,0.02,0.069
2018_256_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,03/08/2018,0.641,0.412,0.298,0.381,0.05,0.165,0.012,0.046
2018_257_SouthRiverMouth_1,Sioraq,Sioraq Mouth,04/08/2018,0.665,0.388,0.124,0.262,0.183,0.311,0.028,0.079
2018_268_SouthRiverMouth_1,Sioraq,Sioraq Mouth,20/08/2018,0.869,0.262,0.078,0.209,0.041,0.143,0.012,0.046
2019_004_SouthRiverMouth_17072019,Sioraq,Sioraq Mouth,17/07/2019,0.896,0.229,0.055,0.17,0.036,0.134,0.013,0.05
2019_005_FoxRiverBridgeNorthFork_17072019,Sioraq,Sioraq Tuto,17/07/2019,0.839,0.282,0.065,0.191,0.073,0.195,0.023,0.072
2019_006_FoxRiverBridgeSouthFork_17072019,Sioraq,Sioraq Pingorsuit,17/07/2019,0.897,0.236,0.068,0.196,0.026,0.115,0.009,0.039
2019_007_FoxRiverBridgeJoint_17072019,Sioraq,Other Sioraq,17/07/2019,0.887,0.245,0.058,0.181,0.04,0.143,0.015,0.06
2019_008_FertilizerRidgeDrainage_17072019,Sioraq,Sioraq Blackmoss,17/07/2019,0.857,0.267,0.052,0.17,0.068,0.19,0.023,0.075
2019_017_FoxRiverBridgeNorthFork_18072019,Sioraq,Sioraq Tuto,18/07/2019,0.882,0.243,0.063,0.182,0.04,0.133,0.014,0.058
2019_018_FoxRiverBridgeSouthFork_18072019,Sioraq,Sioraq Pingorsuit,18/07/2019,0.866,0.265,0.076,0.204,0.046,0.15,0.012,0.047
2019_026_SouthRiverMouth_19072019,Sioraq,Sioraq Mouth,19/07/2019,0.89,0.243,0.074,0.202,0.028,0.114,0.009,0.039
2019_059_SouthRiverMouth_22072019,Sioraq,Sioraq Mouth,22/07/2019,0.863,0.259,0.049,0.165,0.062,0.18,0.026,0.085
2019_093_FoxRiverBridgeNorthFork_25072019,Sioraq,Sioraq Tuto,25/07/2019,0.902,0.221,0.05,0.16,0.034,0.127,0.015,0.057
2019_094_FoxRiverBridgeSouthFork_25072019,Sioraq,Sioraq Pingorsuit,25/07/2019,0.796,0.311,0.043,0.152,0.114,0.252,0.047,0.122
2019_148_FertilizerRidgeDrainageJointFlow_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.857,0.266,0.054,0.17,0.066,0.185,0.022,0.073
2019_149_FertilizerRidgeDrainageEastFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.892,0.236,0.062,0.188,0.032,0.12,0.014,0.055
2019_150_FertilizerRidgeDrainageSouthFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.863,0.256,0.047,0.155,0.069,0.188,0.021,0.069
2019_171_OldMineRiverDownstream_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.903,0.217,0.047,0.153,0.036,0.133,0.014,0.058
2019_174_BlackmossRiverJointFlow_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.78,0.322,0.055,0.17,0.122,0.26,0.043,0.111
2019_175_BlackmossRiverEastFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.862,0.261,0.049,0.162,0.065,0.185,0.024,0.077
2019_176_BlackmossRiverSouthFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.89,0.237,0.058,0.177,0.039,0.134,0.013,0.054
2019_178_UpperIceCanyonRiverMorning_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.905,0.223,0.063,0.188,0.022,0.098,0.01,0.046
2019_179_UpperIceCanyonRiverAfternoon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.88,0.249,0.065,0.189,0.041,0.136,0.014,0.056
2019_180_IceCanyonRiverPreBankSpring_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.774,0.326,0.058,0.175,0.13,0.264,0.038,0.103
2019_185_IceCanyonAboveWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.198,0.263,0.055,0.146,0.518,0.439,0.229,0.303
2019_187_IceCanyonBelowWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.896,0.229,0.054,0.17,0.036,0.133,0.014,0.052
2019_191_UpperNorthForkFoxCanyon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.778,0.325,0.056,0.173,0.123,0.261,0.042,0.109
2019_192_FoxCanyonBridgeNorthFork_29072019,Sioraq,Sioraq Tuto,29/07/2019,0.85,0.273,0.052,0.167,0.071,0.196,0.026,0.078
2019_193_FoxCanyonBridgeSouthFork_29072019,Sioraq,Sioraq Pingorsuit,29/07/2019,0.9,0.22,0.049,0.162,0.036,0.129,0.015,0.056
2019_194_FoxCanyonBridgeJointFlow_29072019,Sioraq,Other Sioraq,29/07/2019,0.785,0.318,0.05,0.163,0.12,0.26,0.045,0.118
2019_195_SouthRiverMouth_29072019,Sioraq,Sioraq Mouth,29/07/2019,0.3,0.324,0.055,0.151,0.426,0.431,0.219,0.285
2019_228_SouthRiverMouth_01082019,Sioraq,Sioraq Mouth,01/08/2019,0.896,0.229,0.051,0.167,0.038,0.136,0.015,0.06
2019_229_FoxCanyonBridgeNorthFork_01082019,Sioraq,Sioraq Tuto,01/08/2019,0.888,0.238,0.059,0.182,0.038,0.133,0.014,0.053
2019_230_FoxCanyonBridgeSouthFork_01082019,Sioraq,Sioraq Pingorsuit,01/08/2019,0.795,0.311,0.042,0.148,0.113,0.255,0.05,0.13
2019_232_IceRampPoolRiver_01082019,Sioraq,Sioraq Tuto Head,01/08/2019,0.775,0.325,0.058,0.174,0.128,0.262,0.038,0.101
2018_010_NorthRiverMouth_1,Pituffik,Pituffik Mouth,18/06/2018,0.172,0.246,0.694,0.303,0.111,0.211,0.022,0.061
2018_032_NorthRiverMouth_1,Pituffik,Pituffik Mouth,23/06/2018,0.158,0.232,0.749,0.27,0.075,0.165,0.018,0.05
2018_033_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,23/06/2018,0.065,0.119,0.898,0.144,0.027,0.076,0.01,0.033
2018_043_NorthRiverMouth_1,Pituffik,Pituffik Mouth,27/06/2018,0.216,0.282,0.644,0.321,0.118,0.214,0.022,0.059
2018_044_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,27/06/2018,0.059,0.109,0.904,0.135,0.027,0.072,0.01,0.032
2018_047_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,27/06/2018,0.065,0.113,0.887,0.152,0.037,0.097,0.011,0.034
2018_089_NorthRiverMouth_1,Pituffik,Pituffik Mouth,02/07/2018,0.297,0.301,0.287,0.324,0.373,0.332,0.043,0.096
2018_134_NorthRiverMouth_1,Pituffik,Pituffik Mouth,08/07/2018,0.436,0.364,0.422,0.352,0.118,0.203,0.024,0.063
2018_135_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,08/07/2018,0.617,0.358,0.294,0.331,0.071,0.148,0.018,0.052
2018_136_NorthRiverShelter5.8_08.07.18,Pituffik,Pituffik Ice Wall,08/07/2018,0.179,0.251,0.731,0.279,0.07,0.149,0.02,0.057
2018_140_NorthRiverMouth_1,Pituffik,Pituffik Mouth,11/07/2018,0.294,0.319,0.401,0.357,0.271,0.31,0.034,0.08
2018_141_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,11/07/2018,0.5,0.358,0.308,0.33,0.163,0.236,0.03,0.072
2018_142_NorthRiverShelter5.8_11.07.18,Pituffik,Pituffik Ice Wall,11/07/2018,0.063,0.114,0.898,0.144,0.029,0.084,0.009,0.031
2018_198_NorthRiverMouth_1,Pituffik,Pituffik Mouth,07/08/2018,0.771,0.275,0.121,0.221,0.082,0.154,0.025,0.067
2018_208_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,10/08/2018,0.711,0.3,0.127,0.232,0.128,0.198,0.034,0.083
2018_209_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,10/08/2018,0.692,0.324,0.19,0.277,0.096,0.173,0.022,0.06
2018_211_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,10/08/2018,0.714,0.315,0.171,0.265,0.092,0.168,0.024,0.061
2018_217_NorthRiverMouth_1,Pituffik,Pituffik Mouth,15/08/2018,0.745,0.303,0.178,0.271,0.061,0.128,0.016,0.048
2018_218_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,15/08/2018,0.751,0.301,0.171,0.267,0.06,0.128,0.018,0.056
2018_219_NorthRiverShelter5.8_15.08.18,Pituffik,Pituffik Ice Wall,15/08/2018,0.646,0.327,0.176,0.262,0.149,0.22,0.03,0.073
2018_231_NorthRiverMouth_1,Pituffik,Pituffik Mouth,19/07/2018,0.49,0.366,0.375,0.35,0.113,0.196,0.022,0.059
2018_232_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,19/07/2018,0.553,0.341,0.187,0.273,0.22,0.263,0.04,0.09
2018_242_NorthRiverMouth_1,Pituffik,Pituffik Mouth,30/07/2018,0.466,0.361,0.329,0.336,0.176,0.256,0.029,0.072
2018_243_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,30/07/2018,0.324,0.275,0.104,0.191,0.449,0.344,0.123,0.185
2018_244_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,30/07/2018,0.224,0.266,0.355,0.344,0.38,0.343,0.041,0.097
2018_252_NorthRiverMouth_1,Pituffik,Pituffik Mouth,03/08/2018,0.572,0.349,0.238,0.298,0.162,0.234,0.029,0.074
2018_253_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,03/08/2018,0.229,0.227,0.07,0.135,0.434,0.385,0.267,0.281
2018_254_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,03/08/2018,0.477,0.369,0.385,0.354,0.114,0.202,0.024,0.064
2018_280_NorthRiverMouth_1,Pituffik,Pituffik Mouth,20/08/2018,0.669,0.337,0.243,0.303,0.07,0.145,0.018,0.052
2019_001_NorthRiverMouth_17072019,Pituffik,Pituffik Mouth,17/07/2019,0.7,0.321,0.185,0.273,0.091,0.169,0.023,0.064
2019_002_NorthRiverShelter2SouthFork_17072019,Pituffik,Pituffik Snoutwash,17/07/2019,0.727,0.312,0.19,0.279,0.066,0.134,0.017,0.049
2019_003_NorthRiverShelter5.8_17072019,Pituffik,Pituffik Ice Wall,17/07/2019,0.701,0.319,0.183,0.274,0.094,0.169,0.022,0.063
2019_023_NorthRiverMouth_19072019,Pituffik,Pituffik Mouth,19/07/2019,0.611,0.357,0.296,0.33,0.077,0.159,0.016,0.05
2019_024_NorthRiverShelterSouthFork_19072019,Pituffik,Pituffik Snoutwash,19/07/2019,0.65,0.349,0.262,0.319,0.072,0.15,0.016,0.05
2019_025_NorthRiverShelter5.8_19072019,Pituffik,Pituffik Ice Wall,19/07/2019,0.627,0.353,0.284,0.325,0.071,0.148,0.019,0.054
2019_056_NorthRiverMouth_22072019,Pituffik,Pituffik Mouth,22/07/2019,0.722,0.295,0.116,0.218,0.124,0.198,0.037,0.089
2019_057_NorthRiverShelter2SouthFork_22072019,Pituffik,Pituffik Snoutwash,22/07/2019,0.749,0.278,0.104,0.203,0.11,0.181,0.036,0.09
2019_058_NorthRiverShelter5.8_22072019,Pituffik,Pituffik Ice Wall,22/07/2019,0.76,0.295,0.165,0.262,0.057,0.125,0.017,0.05
2019_088_NorthRiverShelter2SouthFork_23072019,Pituffik,Pituffik Snoutwash,23/07/2019,0.72,0.295,0.128,0.227,0.119,0.193,0.032,0.077
2019_117_IceWallRiver_NriverHead_25072019,Pituffik,Pituffik Ice Wall Head,25/07/2019,0.7,0.316,0.185,0.274,0.092,0.166,0.022,0.058
2019_142_NorthRiverMouth_26072019,Pituffik,Pituffik Mouth,26/07/2019,0.422,0.305,0.114,0.207,0.362,0.327,0.102,0.161
2019_143_NorthRiverShelter2SouthFork_26072019,Pituffik,Pituffik Snoutwash,26/07/2019,0.707,0.313,0.18,0.268,0.091,0.163,0.022,0.059
2019_144_NorthRiverShelter5.8_26072019,Pituffik,Pituffik Ice Wall,26/07/2019,0.698,0.327,0.223,0.299,0.061,0.13,0.018,0.053
2019_197_NorthRiverMouth_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.717,0.311,0.165,0.26,0.096,0.178,0.022,0.058
2019_198_NorthRiverShelter2SouthFork_30072019,Pituffik,Pituffik Snoutwash,30/07/2019,0.732,0.307,0.189,0.277,0.062,0.128,0.017,0.046
2019_199_NorthRiverShelter5.8_30072019,Pituffik,Pituffik Ice Wall,30/07/2019,0.528,0.319,0.118,0.216,0.281,0.293,0.072,0.133
2019_200_NorthRiverMouthLateAfternoonMaxFlow_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.446,0.303,0.098,0.188,0.352,0.323,0.103,0.161
2019_209_IceWallRiverHikeStart_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.724,0.289,0.116,0.211,0.124,0.192,0.035,0.084
2019_210_IceWallRiverHikeEnd_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.752,0.286,0.14,0.239,0.085,0.151,0.022,0.056
2019_211_IceWallRiverUpperIceWall_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.727,0.302,0.158,0.253,0.091,0.171,0.023,0.059
2019_212_IceWallRiverBelowWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.748,0.292,0.137,0.235,0.092,0.166,0.023,0.062
2019_213_IceWallRiverMiddleWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.761,0.295,0.163,0.261,0.059,0.127,0.017,0.055
2019_214_IceWallRiverUpperWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.693,0.322,0.192,0.276,0.094,0.168,0.021,0.06
2019_225_NorthRiverMouth_01082019,Pituffik,Pituffik Mouth,01/08/2019,0.725,0.316,0.198,0.286,0.059,0.124,0.017,0.055
2019_226_NorthRiverShelter2SouthFork_01082019,Pituffik,Pituffik Snoutwash,01/08/2019,0.679,0.318,0.152,0.249,0.137,0.21,0.033,0.079
2019_227_NorthRiverShelter5.8_01082019,Pituffik,Pituffik Ice Wall,01/08/2019,0.543,0.322,0.117,0.212,0.268,0.286,0.071,0.135
2018_009_SouthRiverMouth_1,Sioraq,Sioraq Mouth,18/06/2018,0.215,0.228,0.675,0.244,0.086,0.158,0.024,0.051
2018_026_FertilizerPlotLowerDrainage_1,Sioraq,Sioraq Blackmoss,22/06/2018,0.527,0.33,0.203,0.241,0.223,0.271,0.047,0.088
2018_034_SouthRiverMouth_1,Sioraq,Sioraq Mouth,23/06/2018,0.214,0.223,0.678,0.242,0.084,0.158,0.025,0.053
2018_045_SouthRiverMouth_1,Sioraq,Sioraq Mouth,27/06/2018,0.195,0.213,0.695,0.237,0.086,0.165,0.023,0.048
2018_090_SouthRiverMouth_1,Sioraq,Sioraq Mouth,02/07/2018,0.312,0.291,0.267,0.275,0.374,0.327,0.047,0.091
2018_124_FoxCanyonBridgeNorthFork_1,Sioraq,Sioraq Tuto,07/07/2018,0.391,0.316,0.543,0.302,0.046,0.104,0.02,0.049
2018_125_FoxCanyonBridgeSouthFork_1,Sioraq,Sioraq Pingorsuit,07/07/2018,0.152,0.168,0.792,0.176,0.039,0.085,0.017,0.041
2018_126_FoxCanyonBridgeJointFlow_07.07.18,Sioraq,Other Sioraq,07/07/2018,0.249,0.245,0.68,0.244,0.051,0.11,0.02,0.045
2018_137_SouthRiverMouth_1,Sioraq,Sioraq Mouth,08/07/2018,0.436,0.324,0.453,0.295,0.087,0.167,0.024,0.055
2018_143_SouthRiverMouth_1,Sioraq,Sioraq Mouth,11/07/2018,0.388,0.321,0.392,0.299,0.184,0.257,0.035,0.071
2018_144_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,11/07/2018,0.417,0.319,0.472,0.295,0.087,0.164,0.024,0.053
2018_145_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,11/07/2018,0.121,0.141,0.809,0.164,0.05,0.102,0.02,0.042
2018_166_BlackMossWash_1,Sioraq,Sioraq Blackmoss,16/07/2018,0.632,0.314,0.193,0.233,0.143,0.22,0.032,0.065
2018_196_OldMineRiver_1,Sioraq,Sioraq Blackmoss,03/08/2018,0.713,0.279,0.135,0.196,0.116,0.19,0.035,0.071
2018_199_SouthRiverMouth_1,Sioraq,Sioraq Mouth,07/08/2018,0.694,0.273,0.099,0.159,0.144,0.215,0.064,0.104
2018_220_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,15/08/2018,0.792,0.242,0.112,0.177,0.068,0.136,0.028,0.067
2018_221_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,15/08/2018,0.685,0.294,0.199,0.234,0.09,0.165,0.025,0.057
2018_225_SouthRiverMouth_1,Sioraq,Sioraq Mouth,16/08/2018,0.785,0.244,0.113,0.173,0.073,0.147,0.028,0.063
2018_235_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,20/07/2018,0.423,0.328,0.366,0.292,0.174,0.243,0.036,0.074
