sample_id,stream_group,minor_stream_group,date,glacial_frac,glacial_frac_sd,snowpack_frac,snowpack_frac_sd,prcp_act_frac,prcp_act_frac_sd,lentic_frac,lentic_frac_sd
2019_228_SouthRiverMouth_01082019,Sioraq,Sioraq Mouth,01/08/2019,0.752,0.23,0.129,0.17,0.081,0.144,0.038,0.075
2019_229_FoxCanyonBridgeNorthFork_01082019,Sioraq,Sioraq Tuto,01/08/2019,0.739,0.237,0.141,0.186,0.085,0.147,0.034,0.07
2019_230_FoxCanyonBridgeSouthFork_01082019,Sioraq,Sioraq Pingorsuit,01/08/2019,0.662,0.259,0.093,0.146,0.151,0.216,0.094,0.14
2019_232_IceRampPoolRiver_01082019,Sioraq,Sioraq Tuto Head,01/08/2019,0.633,0.265,0.116,0.16,0.175,0.231,0.075,0.118
2018_010_NorthRiverMouth_1,Pituffik,Pituffik Mouth,18/06/2018,0.277,0.217,0.572,0.244,0.125,0.185,0.027,0.059
2018_032_NorthRiverMouth_1,Pituffik,Pituffik Mouth,23/06/2018,0.281,0.217,0.608,0.227,0.089,0.143,0.022,0.051
2018_033_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,23/06/2018,0.162,0.146,0.777,0.161,0.046,0.085,0.015,0.036
2018_043_NorthRiverMouth_1,Pituffik,Pituffik Mouth,27/06/2018,0.322,0.239,0.524,0.252,0.127,0.184,0.027,0.059
2018_044_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,27/06/2018,0.152,0.138,0.79,0.155,0.044,0.085,0.014,0.034
2018_047_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,27/06/2018,0.161,0.146,0.772,0.166,0.051,0.094,0.016,0.037
2018_089_NorthRiverMouth_1,Pituffik,Pituffik Mouth,02/07/2018,0.343,0.243,0.277,0.244,0.331,0.281,0.049,0.095
2018_134_NorthRiverMouth_1,Pituffik,Pituffik Mouth,08/07/2018,0.463,0.275,0.381,0.255,0.13,0.18,0.027,0.06
2018_135_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,08/07/2018,0.591,0.272,0.303,0.241,0.085,0.128,0.021,0.048
2018_136_NorthRiverShelter5.8_08.07.18,Pituffik,Pituffik Ice Wall,08/07/2018,0.287,0.224,0.6,0.233,0.091,0.145,0.022,0.05
2018_140_NorthRiverMouth_1,Pituffik,Pituffik Mouth,11/07/2018,0.35,0.252,0.358,0.259,0.25,0.255,0.042,0.083
2018_141_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,11/07/2018,0.496,0.271,0.299,0.238,0.171,0.205,0.035,0.07
2018_142_NorthRiverShelter5.8_11.07.18,Pituffik,Pituffik Ice Wall,11/07/2018,0.155,0.14,0.784,0.159,0.048,0.088,0.014,0.033
2018_198_NorthRiverMouth_1,Pituffik,Pituffik Mouth,07/08/2018,0.682,0.246,0.182,0.199,0.102,0.145,0.033,0.073
2018_208_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,10/08/2018,0.637,0.255,0.178,0.19,0.14,0.179,0.044,0.085
2018_209_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,10/08/2018,0.632,0.259,0.227,0.217,0.112,0.159,0.029,0.062
2018_211_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,10/08/2018,0.647,0.258,0.214,0.21,0.109,0.156,0.03,0.063
2018_217_NorthRiverMouth_1,Pituffik,Pituffik Mouth,15/08/2018,0.679,0.248,0.218,0.21,0.078,0.125,0.024,0.056
2018_218_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,15/08/2018,0.688,0.244,0.213,0.211,0.078,0.117,0.022,0.052
2018_219_NorthRiverShelter5.8_15.08.18,Pituffik,Pituffik Ice Wall,15/08/2018,0.582,0.268,0.22,0.213,0.161,0.194,0.037,0.077
2018_231_NorthRiverMouth_1,Pituffik,Pituffik Mouth,19/07/2018,0.49,0.277,0.354,0.251,0.129,0.182,0.028,0.061
2018_232_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,19/07/2018,0.518,0.267,0.216,0.211,0.213,0.224,0.052,0.094
2018_242_NorthRiverMouth_1,Pituffik,Pituffik Mouth,30/07/2018,0.466,0.274,0.324,0.248,0.178,0.216,0.032,0.068
2018_243_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,30/07/2018,0.341,0.224,0.138,0.164,0.379,0.302,0.142,0.179
2018_244_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,30/07/2018,0.285,0.224,0.328,0.265,0.344,0.288,0.043,0.087
2018_252_NorthRiverMouth_1,Pituffik,Pituffik Mouth,03/08/2018,0.541,0.271,0.261,0.227,0.164,0.199,0.034,0.069
2018_253_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,03/08/2018,0.256,0.194,0.094,0.12,0.349,0.341,0.3,0.262
2018_254_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,03/08/2018,0.493,0.275,0.357,0.253,0.123,0.174,0.027,0.059
2018_280_NorthRiverMouth_1,Pituffik,Pituffik Mouth,20/08/2018,0.624,0.262,0.271,0.23,0.082,0.131,0.023,0.057
2019_001_NorthRiverMouth_17072019,Pituffik,Pituffik Mouth,17/07/2019,0.638,0.257,0.224,0.212,0.11,0.157,0.028,0.062
2019_002_NorthRiverShelter2SouthFork_17072019,Pituffik,Pituffik Snoutwash,17/07/2019,0.66,0.26,0.238,0.227,0.08,0.125,0.022,0.05
2019_003_NorthRiverShelter5.8_17072019,Pituffik,Pituffik Ice Wall,17/07/2019,0.644,0.257,0.22,0.211,0.108,0.157,0.028,0.059
2019_023_NorthRiverMouth_19072019,Pituffik,Pituffik Mouth,19/07/2019,0.588,0.274,0.307,0.246,0.084,0.137,0.021,0.049
2019_024_NorthRiverShelterSouthFork_19072019,Pituffik,Pituffik Snoutwash,19/07/2019,0.601,0.268,0.291,0.236,0.086,0.136,0.022,0.051
2019_025_NorthRiverShelter5.8_19072019,Pituffik,Pituffik Ice Wall,19/07/2019,0.589,0.268,0.302,0.239,0.088,0.136,0.022,0.048
2019_056_NorthRiverMouth_22072019,Pituffik,Pituffik Mouth,22/07/2019,0.648,0.254,0.168,0.187,0.138,0.178,0.047,0.092
2019_057_NorthRiverShelter2SouthFork_22072019,Pituffik,Pituffik Snoutwash,22/07/2019,0.668,0.247,0.153,0.183,0.135,0.175,0.045,0.086
2019_058_NorthRiverShelter5.8_22072019,Pituffik,Pituffik Ice Wall,22/07/2019,0.681,0.249,0.218,0.213,0.078,0.125,0.023,0.055
2019_088_NorthRiverShelter2SouthFork_23072019,Pituffik,Pituffik Snoutwash,23/07/2019,0.646,0.253,0.171,0.191,0.139,0.177,0.044,0.086
2019_117_IceWallRiver_NriverHead_25072019,Pituffik,Pituffik Ice Wall Head,25/07/2019,0.629,0.262,0.231,0.217,0.111,0.153,0.029,0.061
2019_142_NorthRiverMouth_26072019,Pituffik,Pituffik Mouth,26/07/2019,0.415,0.248,0.143,0.173,0.326,0.282,0.116,0.163
2019_143_NorthRiverShelter2SouthFork_26072019,Pituffik,Pituffik Snoutwash,26/07/2019,0.628,0.26,0.229,0.216,0.114,0.161,0.029,0.065
2019_144_NorthRiverShelter5.8_26072019,Pituffik,Pituffik Ice Wall,26/07/2019,0.642,0.261,0.255,0.23,0.081,0.127,0.022,0.051
2019_197_NorthRiverMouth_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.649,0.251,0.21,0.203,0.112,0.154,0.03,0.065
2019_198_NorthRiverShelter2SouthFork_30072019,Pituffik,Pituffik Snoutwash,30/07/2019,0.659,0.258,0.236,0.223,0.083,0.127,0.022,0.053
2019_199_NorthRiverShelter5.8_30072019,Pituffik,Pituffik Ice Wall,30/07/2019,0.515,0.26,0.148,0.175,0.251,0.245,0.087,0.13
2019_200_NorthRiverMouthLateAfternoonMaxFlow_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.432,0.244,0.138,0.168,0.304,0.275,0.126,0.165
2019_209_IceWallRiverHikeStart_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.643,0.252,0.177,0.192,0.135,0.169,0.046,0.088
2019_210_IceWallRiverHikeEnd_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.667,0.253,0.197,0.203,0.103,0.151,0.033,0.07
2019_211_IceWallRiverUpperIceWall_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.649,0.255,0.212,0.209,0.11,0.155,0.028,0.059
2019_212_IceWallRiverBelowWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.673,0.247,0.192,0.2,0.104,0.149,0.031,0.071
2019_213_IceWallRiverMiddleWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.678,0.248,0.22,0.212,0.078,0.126,0.024,0.058
2019_214_IceWallRiverUpperWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.626,0.262,0.234,0.22,0.111,0.158,0.029,0.064
2019_225_NorthRiverMouth_01082019,Pituffik,Pituffik Mouth,01/08/2019,0.654,0.261,0.24,0.226,0.083,0.127,0.022,0.051
2019_226_NorthRiverShelter2SouthFork_01082019,Pituffik,Pituffik Snoutwash,01/08/2019,0.607,0.259,0.205,0.207,0.147,0.181,0.042,0.081
2019_227_NorthRiverShelter5.8_01082019,Pituffik,Pituffik Ice Wall,01/08/2019,0.491,0.258,0.159,0.181,0.266,0.254,0.083,0.126
2018_009_SouthRiverMouth_1,Sioraq,Sioraq Mouth,18/06/2018,0.272,0.216,0.629,0.231,0.076,0.168,0.022,0.05
2018_026_FertilizerPlotLowerDrainage_1,Sioraq,Sioraq Blackmoss,22/06/2018,0.502,0.299,0.213,0.221,0.238,0.291,0.047,0.085
2018_034_SouthRiverMouth_1,Sioraq,Sioraq Mouth,23/06/2018,0.272,0.216,0.622,0.238,0.086,0.185,0.021,0.047
2018_045_SouthRiverMouth_1,Sioraq,Sioraq Mouth,27/06/2018,0.253,0.203,0.645,0.23,0.082,0.176,0.02,0.047
2018_090_SouthRiverMouth_1,Sioraq,Sioraq Mouth,02/07/2018,0.307,0.27,0.25,0.253,0.397,0.353,0.046,0.091
2018_124_FoxCanyonBridgeNorthFork_1,Sioraq,Sioraq Tuto,07/07/2018,0.424,0.264,0.518,0.253,0.041,0.104,0.017,0.038
2018_125_FoxCanyonBridgeSouthFork_1,Sioraq,Sioraq Pingorsuit,07/07/2018,0.208,0.17,0.749,0.175,0.03,0.073,0.013,0.031
2018_126_FoxCanyonBridgeJointFlow_07.07.18,Sioraq,Other Sioraq,07/07/2018,0.305,0.223,0.637,0.224,0.041,0.105,0.016,0.037
2018_137_SouthRiverMouth_1,Sioraq,Sioraq Mouth,08/07/2018,0.438,0.274,0.46,0.261,0.08,0.171,0.022,0.046
2018_143_SouthRiverMouth_1,Sioraq,Sioraq Mouth,11/07/2018,0.404,0.288,0.378,0.27,0.187,0.273,0.032,0.065
2018_144_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,11/07/2018,0.445,0.278,0.451,0.264,0.083,0.173,0.022,0.048
2018_145_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,11/07/2018,0.179,0.155,0.755,0.178,0.048,0.116,0.017,0.038
2018_166_BlackMossWash_1,Sioraq,Sioraq Blackmoss,16/07/2018,0.595,0.288,0.219,0.219,0.148,0.233,0.038,0.072
2018_196_OldMineRiver_1,Sioraq,Sioraq Blackmoss,03/08/2018,0.663,0.271,0.169,0.194,0.126,0.21,0.042,0.079
2018_199_SouthRiverMouth_1,Sioraq,Sioraq Mouth,07/08/2018,0.63,0.273,0.124,0.162,0.175,0.248,0.07,0.111
2018_220_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,15/08/2018,0.74,0.235,0.147,0.173,0.078,0.156,0.035,0.068
2018_221_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,15/08/2018,0.638,0.276,0.242,0.228,0.092,0.182,0.028,0.057
2018_225_SouthRiverMouth_1,Sioraq,Sioraq Mouth,16/08/2018,0.74,0.236,0.148,0.171,0.077,0.156,0.035,0.072
2018_235_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,20/07/2018,0.428,0.291,0.352,0.267,0.189,0.278,0.032,0.065
2018_245_SouthRiverMouth_1,Sioraq,Sioraq Mouth,30/07/2018,0.44,0.295,0.255,0.241,0.261,0.303,0.044,0.082
2018_246_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,27/07/2018,0.41,0.293,0.185,0.215,0.346,0.332,0.059,0.104
2018_247_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,27/07/2018,0.516,0.292,0.283,0.245,0.166,0.254,0.035,0.069
2018_249_FertilizerRidgeFlow_1,Sioraq,Sioraq Blackmoss,01/08/2018,0.416,0.292,0.184,0.21,0.341,0.33,0.06,0.102
2018_255_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,03/08/2018,0.627,0.274,0.194,0.204,0.137,0.217,0.042,0.076
2018_256_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,03/08/2018,0.564,0.286,0.338,0.256,0.075,0.164,0.023,0.049
2018_257_SouthRiverMouth_1,Sioraq,Sioraq Mouth,04/08/2018,0.559,0.291,0.177,0.199,0.209,0.272,0.054,0.094
2018_268_SouthRiverMouth_1,Sioraq,Sioraq Mouth,20/08/2018,0.726,0.245,0.161,0.184,0.079,0.159,0.033,0.065
2019_004_SouthRiverMouth_17072019,Sioraq,Sioraq Mouth,17/07/2019,0.752,0.231,0.138,0.168,0.072,0.154,0.037,0.074
2019_005_FoxRiverBridgeNorthFork_17072019,Sioraq,Sioraq Tuto,17/07/2019,0.705,0.255,0.134,0.171,0.111,0.197,0.051,0.094
2019_006_FoxRiverBridgeSouthFork_17072019,Sioraq,Sioraq Pingorsuit,17/07/2019,0.759,0.231,0.164,0.189,0.054,0.128,0.023,0.052
2019_007_FoxRiverBridgeJoint_17072019,Sioraq,Other Sioraq,17/07/2019,0.753,0.232,0.136,0.167,0.074,0.155,0.037,0.074
2019_008_FertilizerRidgeDrainage_17072019,Sioraq,Sioraq Blackmoss,17/07/2019,0.716,0.25,0.123,0.162,0.108,0.193,0.053,0.097
2019_017_FoxRiverBridgeNorthFork_18072019,Sioraq,Sioraq Tuto,18/07/2019,0.736,0.241,0.151,0.177,0.078,0.161,0.035,0.069
2019_018_FoxRiverBridgeSouthFork_18072019,Sioraq,Sioraq Pingorsuit,18/07/2019,0.727,0.244,0.163,0.188,0.078,0.159,0.032,0.063
2019_026_SouthRiverMouth_19072019,Sioraq,Sioraq Mouth,19/07/2019,0.746,0.236,0.177,0.195,0.053,0.129,0.024,0.055
2019_059_SouthRiverMouth_22072019,Sioraq,Sioraq Mouth,22/07/2019,0.724,0.25,0.112,0.149,0.108,0.202,0.056,0.099
2019_093_FoxRiverBridgeNorthFork_25072019,Sioraq,Sioraq Tuto,25/07/2019,0.758,0.231,0.133,0.171,0.073,0.156,0.036,0.071
2019_094_FoxRiverBridgeSouthFork_25072019,Sioraq,Sioraq Pingorsuit,25/07/2019,0.655,0.276,0.097,0.143,0.155,0.253,0.093,0.139
2019_148_FertilizerRidgeDrainageJointFlow_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.708,0.255,0.128,0.161,0.11,0.199,0.054,0.099
2019_149_FertilizerRidgeDrainageEastFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.756,0.233,0.137,0.172,0.072,0.153,0.035,0.072
2019_150_FertilizerRidgeDrainageSouthFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.72,0.248,0.12,0.157,0.105,0.192,0.055,0.097
2019_171_OldMineRiverDownstream_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.761,0.228,0.129,0.162,0.072,0.155,0.038,0.079
2019_174_BlackmossRiverJointFlow_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.65,0.271,0.111,0.15,0.161,0.246,0.078,0.117
2019_175_BlackmossRiverEastFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.721,0.253,0.116,0.155,0.109,0.2,0.053,0.096
2019_176_BlackmossRiverSouthFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.746,0.235,0.142,0.172,0.075,0.156,0.037,0.071
2019_178_UpperIceCanyonRiverMorning_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.773,0.221,0.15,0.177,0.052,0.124,0.026,0.058
2019_179_UpperIceCanyonRiverAfternoon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.752,0.231,0.145,0.175,0.07,0.146,0.034,0.068
2019_180_IceCanyonRiverPreBankSpring_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.64,0.271,0.115,0.149,0.169,0.249,0.076,0.118
2019_185_IceCanyonAboveWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.296,0.243,0.068,0.109,0.381,0.395,0.255,0.253
2019_187_IceCanyonBelowWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.75,0.232,0.139,0.17,0.074,0.155,0.036,0.072
2019_191_UpperNorthForkFoxCanyon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.644,0.277,0.113,0.153,0.164,0.253,0.079,0.118
2019_192_FoxCanyonBridgeNorthFork_29072019,Sioraq,Sioraq Tuto,29/07/2019,0.719,0.247,0.122,0.158,0.103,0.19,0.056,0.1
2019_193_FoxCanyonBridgeSouthFork_29072019,Sioraq,Sioraq Pingorsuit,29/07/2019,0.762,0.231,0.128,0.164,0.071,0.157,0.038,0.079
2019_194_FoxCanyonBridgeJointFlow_29072019,Sioraq,Other Sioraq,29/07/2019,0.655,0.271,0.105,0.15,0.158,0.245,0.082,0.125
2019_195_SouthRiverMouth_29072019,Sioraq,Sioraq Mouth,29/07/2019,0.363,0.261,0.072,0.116,0.331,0.374,0.234,0.23
2019_228_SouthRiverMouth_01082019,Sioraq,Sioraq Mouth,01/08/2019,0.757,0.229,0.132,0.162,0.072,0.154,0.039,0.074
2019_229_FoxCanyonBridgeNorthFork_01082019,Sioraq,Sioraq Tuto,01/08/2019,0.748,0.233,0.142,0.172,0.074,0.153,0.036,0.073
2019_230_FoxCanyonBridgeSouthFork_01082019,Sioraq,Sioraq Pingorsuit,01/08/2019,0.65,0.276,0.099,0.146,0.156,0.248,0.095,0.142
2019_232_IceRampPoolRiver_01082019,Sioraq,Sioraq Tuto Head,01/08/2019,0.637,0.275,0.121,0.157,0.166,0.247,0.076,0.116
2018_010_NorthRiverMouth_1,Pituffik,Pituffik Mouth,18/06/2018,0.266,0.252,0.567,0.258,0.137,0.191,0.029,0.059
2018_032_NorthRiverMouth_1,Pituffik,Pituffik Mouth,23/06/2018,0.257,0.237,0.611,0.238,0.103,0.156,0.028,0.056
2018_033_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,23/06/2018,0.135,0.145,0.79,0.159,0.056,0.092,0.019,0.041
2018_043_NorthRiverMouth_1,Pituffik,Pituffik Mouth,27/06/2018,0.315,0.278,0.518,0.269,0.138,0.191,0.029,0.06
2018_044_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,27/06/2018,0.12,0.133,0.811,0.154,0.052,0.094,0.017,0.038
2018_047_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,27/06/2018,0.132,0.143,0.782,0.167,0.066,0.115,0.02,0.042
2018_089_NorthRiverMouth_1,Pituffik,Pituffik Mouth,02/07/2018,0.34,0.28,0.282,0.252,0.327,0.28,0.052,0.093
2018_134_NorthRiverMouth_1,Pituffik,Pituffik Mouth,08/07/2018,0.503,0.316,0.343,0.27,0.128,0.185,0.026,0.057
2018_135_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,08/07/2018,0.655,0.293,0.249,0.245,0.076,0.131,0.021,0.05
2018_136_NorthRiverShelter5.8_08.07.18,Pituffik,Pituffik Ice Wall,08/07/2018,0.276,0.253,0.598,0.253,0.102,0.158,0.025,0.052
2018_140_NorthRiverMouth_1,Pituffik,Pituffik Mouth,11/07/2018,0.352,0.291,0.357,0.267,0.248,0.26,0.043,0.079
2018_141_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,11/07/2018,0.525,0.317,0.278,0.254,0.162,0.209,0.035,0.072
2018_142_NorthRiverShelter5.8_11.07.18,Pituffik,Pituffik Ice Wall,11/07/2018,0.129,0.141,0.795,0.157,0.057,0.097,0.019,0.041
2018_198_NorthRiverMouth_1,Pituffik,Pituffik Mouth,07/08/2018,0.756,0.249,0.135,0.183,0.081,0.136,0.028,0.064
2018_208_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,10/08/2018,0.7,0.266,0.142,0.186,0.119,0.17,0.04,0.078
2018_209_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,10/08/2018,0.706,0.27,0.181,0.211,0.088,0.14,0.026,0.056
2018_211_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,10/08/2018,0.717,0.264,0.165,0.202,0.091,0.146,0.027,0.057
2018_217_NorthRiverMouth_1,Pituffik,Pituffik Mouth,15/08/2018,0.744,0.259,0.174,0.211,0.061,0.112,0.021,0.05
2018_218_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,15/08/2018,0.758,0.246,0.159,0.195,0.062,0.114,0.021,0.051
2018_219_NorthRiverShelter5.8_15.08.18,Pituffik,Pituffik Ice Wall,15/08/2018,0.65,0.29,0.178,0.207,0.138,0.191,0.035,0.072
2018_231_NorthRiverMouth_1,Pituffik,Pituffik Mouth,19/07/2018,0.54,0.314,0.318,0.265,0.115,0.167,0.026,0.056
2018_232_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,19/07/2018,0.557,0.304,0.195,0.216,0.199,0.229,0.049,0.087
2018_242_NorthRiverMouth_1,Pituffik,Pituffik Mouth,30/07/2018,0.502,0.316,0.297,0.257,0.167,0.213,0.034,0.068
2018_243_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,30/07/2018,0.329,0.248,0.139,0.167,0.385,0.313,0.147,0.179
2018_244_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,30/07/2018,0.277,0.255,0.328,0.268,0.348,0.291,0.048,0.087
2018_252_NorthRiverMouth_1,Pituffik,Pituffik Mouth,03/08/2018,0.584,0.308,0.229,0.237,0.154,0.201,0.033,0.068
2018_253_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,03/08/2018,0.242,0.214,0.104,0.134,0.375,0.349,0.279,0.252
2018_254_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,03/08/2018,0.539,0.314,0.32,0.266,0.114,0.167,0.027,0.059
2018_280_NorthRiverMouth_1,Pituffik,Pituffik Mouth,20/08/2018,0.689,0.287,0.221,0.238,0.069,0.122,0.021,0.05
2019_001_NorthRiverMouth_17072019,Pituffik,Pituffik Mouth,17/07/2019,0.695,0.274,0.187,0.216,0.091,0.145,0.026,0.059
2019_002_NorthRiverShelter2SouthFork_17072019,Pituffik,Pituffik Snoutwash,17/07/2019,0.72,0.271,0.189,0.22,0.072,0.129,0.019,0.045
2019_003_NorthRiverShelter5.8_17072019,Pituffik,Pituffik Ice Wall,17/07/2019,0.707,0.274,0.177,0.207,0.09,0.149,0.026,0.062
2019_023_NorthRiverMouth_19072019,Pituffik,Pituffik Mouth,19/07/2019,0.656,0.294,0.249,0.248,0.074,0.13,0.021,0.05
2019_024_NorthRiverShelterSouthFork_19072019,Pituffik,Pituffik Snoutwash,19/07/2019,0.674,0.29,0.233,0.243,0.073,0.131,0.02,0.046
2019_025_NorthRiverShelter5.8_19072019,Pituffik,Pituffik Ice Wall,19/07/2019,0.658,0.291,0.251,0.249,0.071,0.123,0.021,0.047
2019_056_NorthRiverMouth_22072019,Pituffik,Pituffik Mouth,22/07/2019,0.719,0.26,0.128,0.175,0.113,0.169,0.039,0.08
2019_057_NorthRiverShelter2SouthFork_22072019,Pituffik,Pituffik Snoutwash,22/07/2019,0.734,0.251,0.119,0.17,0.106,0.16,0.04,0.078
2019_058_NorthRiverShelter5.8_22072019,Pituffik,Pituffik Ice Wall,22/07/2019,0.76,0.254,0.16,0.202,0.061,0.116,0.019,0.049
2019_088_NorthRiverShelter2SouthFork_23072019,Pituffik,Pituffik Snoutwash,23/07/2019,0.703,0.265,0.143,0.187,0.114,0.168,0.039,0.075
2019_117_IceWallRiver_NriverHead_25072019,Pituffik,Pituffik Ice Wall Head,25/07/2019,0.691,0.28,0.185,0.218,0.097,0.154,0.026,0.057
2019_142_NorthRiverMouth_26072019,Pituffik,Pituffik Mouth,26/07/2019,0.439,0.278,0.141,0.174,0.303,0.283,0.117,0.153
2019_143_NorthRiverShelter2SouthFork_26072019,Pituffik,Pituffik Snoutwash,26/07/2019,0.697,0.271,0.182,0.207,0.092,0.149,0.029,0.065
2019_144_NorthRiverShelter5.8_26072019,Pituffik,Pituffik Ice Wall,26/07/2019,0.713,0.272,0.2,0.225,0.068,0.123,0.019,0.049
2019_197_NorthRiverMouth_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.716,0.267,0.171,0.204,0.087,0.144,0.027,0.057
2019_198_NorthRiverShelter2SouthFork_30072019,Pituffik,Pituffik Snoutwash,30/07/2019,0.724,0.269,0.189,0.219,0.068,0.119,0.019,0.045
2019_199_NorthRiverShelter5.8_30072019,Pituffik,Pituffik Ice Wall,30/07/2019,0.543,0.289,0.14,0.179,0.233,0.248,0.084,0.125
2019_200_NorthRiverMouthLateAfternoonMaxFlow_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.441,0.277,0.137,0.17,0.304,0.28,0.118,0.155
2019_209_IceWallRiverHikeStart_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.708,0.266,0.134,0.182,0.119,0.175,0.038,0.08
2019_210_IceWallRiverHikeEnd_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.734,0.258,0.152,0.192,0.088,0.144,0.026,0.056
2019_211_IceWallRiverUpperIceWall_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.716,0.268,0.167,0.207,0.091,0.146,0.025,0.057
2019_212_IceWallRiverBelowWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.743,0.256,0.146,0.194,0.085,0.142,0.026,0.06
2019_213_IceWallRiverMiddleWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.754,0.257,0.166,0.212,0.061,0.116,0.019,0.046
2019_214_IceWallRiverUpperWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.699,0.277,0.184,0.217,0.09,0.143,0.027,0.058
2019_225_NorthRiverMouth_01082019,Pituffik,Pituffik Mouth,01/08/2019,0.732,0.266,0.186,0.221,0.064,0.114,0.019,0.047
2019_226_NorthRiverShelter2SouthFork_01082019,Pituffik,Pituffik Snoutwash,01/08/2019,0.679,0.276,0.16,0.197,0.126,0.18,0.036,0.07
2019_227_NorthRiverShelter5.8_01082019,Pituffik,Pituffik Ice Wall,01/08/2019,0.52,0.292,0.152,0.182,0.244,0.255,0.084,0.128
2018_009_SouthRiverMouth_1,Sioraq,Sioraq Mouth,18/06/2018,0.122,0.227,0.809,0.253,0.05,0.127,0.018,0.052
2018_026_FertilizerPlotLowerDrainage_1,Sioraq,Sioraq Blackmoss,22/06/2018,0.62,0.38,0.196,0.307,0.149,0.233,0.034,0.085
2018_034_SouthRiverMouth_1,Sioraq,Sioraq Mouth,23/06/2018,0.119,0.224,0.812,0.248,0.051,0.123,0.018,0.049
